,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1124,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.3
1125,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.3
1126,23-24,0.3,21,3,24,26,26,0.88,0.92,0.81,0.9,0.3
1127,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.9,0.3
1128,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.3
1129,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.3
1130,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.3
1131,24-25,0.3,10,46,56,19,20,0.18,2.8,0.5,0.9,0.3
1132,24-25,1,20,19,39,20,20,0.51,1.95,1,0.9,0.3
1133,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.3
1134,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.3
1135,25-26,0.1,1,0,1,27,35,1,0.03,0.03,0.9,0.3
1136,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.9,0.3
1137,25-26,1,14,100,114,16,19,0.12,6,0.74,0.9,0.3
1138,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.3
1139,25-26,10,0,0,0,2,18,0,0,0,0.9,0.3
1140,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.2
1141,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.2
1142,20-21,1,20,1,21,20,20,0.95,1.05,1,0.9,0.2
1143,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.2
1144,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.2
1145,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.9,0.2
1146,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.2
1147,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.2
1148,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.2
1149,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.2
1150,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.9,0.2
1151,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.9,0.2
1152,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.2
1153,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.2
1154,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.2
1155,23-24,0.1,15,58,73,17,19,0.21,3.84,0.79,0.9,0.2
1156,23-24,0.3,23,5,28,26,26,0.82,1.08,0.88,0.9,0.2
1157,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.9,0.2
1158,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.2
1159,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.2
1160,24-25,0.1,14,38,52,22,23,0.27,2.26,0.61,0.9,0.2
1161,24-25,0.3,18,122,140,19,20,0.13,7,0.9,0.9,0.2
1162,24-25,1,20,19,39,20,20,0.51,1.95,1,0.9,0.2
1163,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.2
1164,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.2
1165,25-26,0.1,2,0,2,27,35,1,0.06,0.06,0.9,0.2
1166,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.9,0.2
1167,25-26,1,14,100,114,16,19,0.12,6,0.74,0.9,0.2
1168,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.2
1169,25-26,10,0,0,0,2,18,0,0,0,0.9,0.2
1170,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.9,0.1
1171,20-21,0.3,23,0,23,23,23,1,1,1,0.9,0.1
1172,20-21,1,20,1,21,20,20,0.95,1.05,1,0.9,0.1
1173,20-21,3,17,0,17,17,19,1,0.89,0.89,0.9,0.1
1174,20-21,10,11,0,11,11,16,1,0.69,0.69,0.9,0.1
1175,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.9,0.1
1176,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.9,0.1
1177,21-22,1,21,0,21,21,22,1,0.95,0.95,0.9,0.1
1178,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.9,0.1
1179,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.9,0.1
1180,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.9,0.1
1181,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.9,0.1
1182,22-23,1,20,0,20,20,21,1,0.95,0.95,0.9,0.1
1183,22-23,3,20,1,21,20,21,0.95,1,0.95,0.9,0.1
1184,22-23,10,14,0,14,14,21,1,0.67,0.67,0.9,0.1
1185,23-24,0.1,16,80,96,17,19,0.17,5.05,0.84,0.9,0.1
1186,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.9,0.1
1187,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.9,0.1
1188,23-24,3,22,0,22,22,23,1,0.96,0.96,0.9,0.1
1189,23-24,10,12,0,12,12,20,1,0.6,0.6,0.9,0.1
1190,24-25,0.1,19,163,182,22,23,0.1,7.91,0.83,0.9,0.1
1191,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.9,0.1
1192,24-25,1,20,19,39,20,20,0.51,1.95,1,0.9,0.1
1193,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.9,0.1
1194,24-25,10,8,0,8,13,25,1,0.32,0.32,0.9,0.1
1195,25-26,0.1,15,506,521,27,35,0.03,14.89,0.43,0.9,0.1
1196,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.9,0.1
1197,25-26,1,14,100,114,16,19,0.12,6,0.74,0.9,0.1
1198,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.9,0.1
1199,25-26,10,0,0,0,2,18,0,0,0,0.9,0.1
1200,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,1
1201,20-21,0.3,23,0,23,23,23,1,1,1,0.875,1
1202,20-21,1,20,0,20,20,20,1,1,1,0.875,1
1203,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,1
1204,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,1
1205,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,1
1206,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,1
1207,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,1
1208,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,1
1209,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,1
1210,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,1
1211,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,1
1212,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,1
1213,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,1
1214,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,1
1215,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,1
1216,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,1
1217,23-24,1,13,1,14,24,25,0.93,0.56,0.52,0.875,1
1218,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,1
1219,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,1
1220,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,1
1221,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,1
1222,24-25,1,13,0,13,20,20,1,0.65,0.65,0.875,1
1223,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,1
1224,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,1
1225,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,1
1226,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.875,1
1227,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.875,1
1228,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.875,1
1229,25-26,10,0,0,0,2,18,0,0,0,0.875,1
1230,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.9
1231,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.9
1232,20-21,1,20,0,20,20,20,1,1,1,0.875,0.9
1233,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.9
1234,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.9
1235,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.9
1236,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.9
1237,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.9
1238,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.9
1239,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.9
1240,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.9
1241,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.9
1242,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.9
1243,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.9
1244,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.9
1245,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.9
1246,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,0.9
1247,23-24,1,16,1,17,24,25,0.94,0.68,0.64,0.875,0.9
1248,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.9
1249,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.9
1250,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.9
1251,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,0.9
1252,24-25,1,14,3,17,20,20,0.82,0.85,0.7,0.875,0.9
1253,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.9
1254,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.9
1255,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.9
1256,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.875,0.9
1257,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.875,0.9
1258,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.9
1259,25-26,10,0,0,0,2,18,0,0,0,0.875,0.9
1260,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.8
1261,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.8
1262,20-21,1,20,0,20,20,20,1,1,1,0.875,0.8
1263,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.8
1264,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.8
1265,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.8
1266,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.8
1267,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.8
1268,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.8
1269,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.8
1270,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.8
1271,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.8
1272,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.8
1273,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.8
1274,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.8
1275,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.8
1276,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,0.8
1277,23-24,1,20,1,21,24,25,0.95,0.84,0.8,0.875,0.8
1278,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.8
1279,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.8
1280,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.8
1281,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,0.8
1282,24-25,1,15,6,21,20,20,0.71,1.05,0.75,0.875,0.8
1283,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.8
1284,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.8
1285,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.8
1286,25-26,0.3,2,0,2,23,27,1,0.07,0.07,0.875,0.8
1287,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.875,0.8
1288,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.8
1289,25-26,10,0,0,0,2,18,0,0,0,0.875,0.8
1290,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.7
1291,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.7
1292,20-21,1,20,0,20,20,20,1,1,1,0.875,0.7
1293,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.7
1294,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.7
1295,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.7
1296,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.7
1297,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.7
1298,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.7
1299,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.7
1300,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.7
1301,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.7
1302,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.7
1303,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.7
1304,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.7
1305,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.7
1306,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,0.7
1307,23-24,1,22,1,23,24,25,0.96,0.92,0.88,0.875,0.7
1308,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.7
1309,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.7
1310,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.7
1311,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,0.7
1312,24-25,1,16,6,22,20,20,0.73,1.1,0.8,0.875,0.7
1313,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.7
1314,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.7
1315,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.7
1316,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.875,0.7
1317,25-26,1,8,49,57,16,19,0.14,3,0.42,0.875,0.7
1318,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.7
1319,25-26,10,0,0,0,2,18,0,0,0,0.875,0.7
1320,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.6
1321,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.6
1322,20-21,1,20,0,20,20,20,1,1,1,0.875,0.6
1323,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.6
1324,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.6
1325,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.6
1326,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.6
1327,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.6
1328,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.6
1329,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.6
1330,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.6
1331,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.6
1332,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.6
1333,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.6
1334,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.6
1335,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.6
1336,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,0.6
1337,23-24,1,22,1,23,24,25,0.96,0.92,0.88,0.875,0.6
1338,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.6
1339,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.6
1340,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.6
1341,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,0.6
1342,24-25,1,18,10,28,20,20,0.64,1.4,0.9,0.875,0.6
1343,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.6
1344,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.6
1345,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.6
1346,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.875,0.6
1347,25-26,1,9,67,76,16,19,0.12,4,0.47,0.875,0.6
1348,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.6
1349,25-26,10,0,0,0,2,18,0,0,0,0.875,0.6
1350,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.5
1351,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.5
1352,20-21,1,20,1,21,20,20,0.95,1.05,1,0.875,0.5
1353,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.5
1354,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.5
1355,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.5
1356,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.5
1357,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.5
1358,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.5
1359,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.5
1360,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.5
1361,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.5
1362,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.5
1363,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.5
1364,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.5
1365,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.5
1366,23-24,0.3,21,1,22,26,26,0.95,0.85,0.81,0.875,0.5
1367,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.875,0.5
1368,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.5
1369,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.5
1370,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.5
1371,24-25,0.3,8,4,12,19,20,0.67,0.6,0.4,0.875,0.5
1372,24-25,1,20,19,39,20,20,0.51,1.95,1,0.875,0.5
1373,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.5
1374,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.5
1375,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.5
1376,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.875,0.5
1377,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.875,0.5
1378,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.5
1379,25-26,10,0,0,0,2,18,0,0,0,0.875,0.5
1380,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.4
1381,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.4
1382,20-21,1,20,1,21,20,20,0.95,1.05,1,0.875,0.4
1383,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.4
1384,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.4
1385,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.4
1386,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.4
1387,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.4
1388,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.4
1389,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.4
1390,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.4
1391,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.4
1392,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.4
1393,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.4
1394,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.4
1395,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.4
1396,23-24,0.3,22,2,24,26,26,0.92,0.92,0.85,0.875,0.4
1397,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.875,0.4
1398,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.4
1399,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.4
1400,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.4
1401,24-25,0.3,11,19,30,19,20,0.37,1.5,0.55,0.875,0.4
1402,24-25,1,20,19,39,20,20,0.51,1.95,1,0.875,0.4
1403,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.4
1404,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.4
1405,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.4
1406,25-26,0.3,3,79,82,23,27,0.04,3.04,0.11,0.875,0.4
1407,25-26,1,14,100,114,16,19,0.12,6,0.74,0.875,0.4
1408,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.4
1409,25-26,10,0,0,0,2,18,0,0,0,0.875,0.4
1410,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.3
1411,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.3
1412,20-21,1,20,1,21,20,20,0.95,1.05,1,0.875,0.3
1413,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.3
1414,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.3
1415,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.3
1416,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.3
1417,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.3
1418,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.3
1419,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.3
1420,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.3
1421,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.875,0.3
1422,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.3
1423,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.3
1424,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.3
1425,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.3
1426,23-24,0.3,23,3,26,26,26,0.88,1,0.88,0.875,0.3
1427,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.875,0.3
1428,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.3
1429,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.3
1430,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.3
1431,24-25,0.3,11,46,57,19,20,0.19,2.85,0.55,0.875,0.3
1432,24-25,1,20,19,39,20,20,0.51,1.95,1,0.875,0.3
1433,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.3
1434,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.3
1435,25-26,0.1,1,1,2,27,35,0.5,0.06,0.03,0.875,0.3
1436,25-26,0.3,8,263,271,23,27,0.03,10.04,0.3,0.875,0.3
1437,25-26,1,14,100,114,16,19,0.12,6,0.74,0.875,0.3
1438,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.3
1439,25-26,10,0,0,0,2,18,0,0,0,0.875,0.3
1440,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.2
1441,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.2
1442,20-21,1,20,1,21,20,20,0.95,1.05,1,0.875,0.2
1443,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.2
1444,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.2
1445,21-22,0.1,25,37,62,25,25,0.4,2.48,1,0.875,0.2
1446,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.2
1447,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.2
1448,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.2
1449,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.2
1450,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.875,0.2
1451,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.875,0.2
1452,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.2
1453,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.2
1454,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.2
1455,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.875,0.2
1456,23-24,0.3,24,5,29,26,26,0.83,1.12,0.92,0.875,0.2
1457,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.875,0.2
1458,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.2
1459,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.2
1460,24-25,0.1,15,44,59,22,23,0.25,2.57,0.65,0.875,0.2
1461,24-25,0.3,18,122,140,19,20,0.13,7,0.9,0.875,0.2
1462,24-25,1,20,19,39,20,20,0.51,1.95,1,0.875,0.2
1463,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.2
1464,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.2
1465,25-26,0.1,2,1,3,27,35,0.67,0.09,0.06,0.875,0.2
1466,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.875,0.2
1467,25-26,1,14,100,114,16,19,0.12,6,0.74,0.875,0.2
1468,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.2
1469,25-26,10,0,0,0,2,18,0,0,0,0.875,0.2
1470,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.875,0.1
1471,20-21,0.3,23,0,23,23,23,1,1,1,0.875,0.1
1472,20-21,1,20,1,21,20,20,0.95,1.05,1,0.875,0.1
1473,20-21,3,17,0,17,17,19,1,0.89,0.89,0.875,0.1
1474,20-21,10,11,0,11,11,16,1,0.69,0.69,0.875,0.1
1475,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.875,0.1
1476,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.875,0.1
1477,21-22,1,21,0,21,21,22,1,0.95,0.95,0.875,0.1
1478,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.875,0.1
1479,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.875,0.1
1480,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.875,0.1
1481,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.875,0.1
1482,22-23,1,20,0,20,20,21,1,0.95,0.95,0.875,0.1
1483,22-23,3,20,1,21,20,21,0.95,1,0.95,0.875,0.1
1484,22-23,10,14,0,14,14,21,1,0.67,0.67,0.875,0.1
1485,23-24,0.1,16,83,99,17,19,0.16,5.21,0.84,0.875,0.1
1486,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.875,0.1
1487,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.875,0.1
